,Station Name,Air Temperature
12078,63rd Street Weather Station,1.1
12079,Foster Weather Station,0.56
12080,63rd Street Weather Station,1.1
12081,Oak Street Weather Station,1.8
12082,Foster Weather Station,0.5
12083,63rd Street Weather Station,1.3
12084,Oak Street Weather Station,1.7
12085,Foster Weather Station,0.5
12086,63rd Street Weather Station,0.8
12087,Oak Street Weather Station,1.2
12088,Foster Weather Station,0.0
12089,63rd Street Weather Station,0.7
12090,Oak Street Weather Station,1.8
12091,Foster Weather Station,0.89
12092,63rd Street Weather Station,1.6
12093,Oak Street Weather Station,2.6
12094,Foster Weather Station,1.67
12095,63rd Street Weather Station,2.2
12096,Oak Street Weather Station,3.2
12097,Foster Weather Station,2.06
12098,Foster Weather Station,0.56
12099,63rd Street Weather Station,0.5
12100,Foster Weather Station,0.0
12101,Oak Street Weather Station,1.0
12102,63rd Street Weather Station,2.9
12103,Oak Street Weather Station,3.5
12104,Foster Weather Station,2.39
12105,63rd Street Weather Station,3.0
12106,Oak Street Weather Station,3.4
12107,Foster Weather Station,2.17
12108,63rd Street Weather Station,3.1
12109,Oak Street Weather Station,3.3
12110,Foster Weather Station,2.17
12111,63rd Street Weather Station,2.3
12112,Oak Street Weather Station,3.0
12113,Foster Weather Station,1.78
12114,63rd Street Weather Station,2.3
12115,Oak Street Weather Station,2.9
12116,Foster Weather Station,2.06
12117,63rd Street Weather Station,1.8
12118,Oak Street Weather Station,2.6
12119,Foster Weather Station,1.67
12120,63rd Street Weather Station,5.2
12121,Oak Street Weather Station,8.1
12122,Foster Weather Station,6.89
12123,63rd Street Weather Station,1.5
12124,Foster Weather Station,2.06
12125,Oak Street Weather Station,2.9
12126,63rd Street Weather Station,-0.4
12127,Oak Street Weather Station,1.0
12128,Foster Weather Station,-0.17
12129,63rd Street Weather Station,2.4
12130,63rd Street Weather Station,2.0
12131,Oak Street Weather Station,2.7
12132,Foster Weather Station,1.56
12133,63rd Street Weather Station,2.0
12134,Oak Street Weather Station,2.8
12135,Foster Weather Station,1.89
12136,63rd Street Weather Station,2.0
12137,Oak Street Weather Station,2.3
12138,Foster Weather Station,1.5
12139,63rd Street Weather Station,2.2
12140,Oak Street Weather Station,2.5
12141,Foster Weather Station,1.56
12142,63rd Street Weather Station,1.1
12143,Oak Street Weather Station,1.9
12144,Foster Weather Station,0.89
12145,63rd Street Weather Station,2.6
12146,Oak Street Weather Station,3.0
12147,Foster Weather Station,2.0
12148,63rd Street Weather Station,0.8
12149,Oak Street Weather Station,1.8
12150,Foster Weather Station,0.89
12151,63rd Street Weather Station,-0.5
12152,Foster Weather Station,-0.67
12153,63rd Street Weather Station,2.6
12154,Oak Street Weather Station,2.8
12155,Foster Weather Station,2.0
12156,63rd Street Weather Station,2.1
12157,Oak Street Weather Station,2.4
12158,Foster Weather Station,1.39
12159,63rd Street Weather Station,1.5
12160,Oak Street Weather Station,2.1
12161,Foster Weather Station,1.06
12162,63rd Street Weather Station,1.0
12163,Oak Street Weather Station,2.0
12164,Foster Weather Station,0.67
12165,63rd Street Weather Station,1.5
12166,Oak Street Weather Station,2.4
12167,Foster Weather Station,1.67
12168,Oak Street Weather Station,3.9
12169,Foster Weather Station,3.28
12170,Oak Street Weather Station,5.9
12171,Foster Weather Station,5.0
12172,63rd Street Weather Station,2.9
12173,63rd Street Weather Station,5.8
12174,Oak Street Weather Station,7.2
12175,Foster Weather Station,7.28
12176,63rd Street Weather Station,7.9
12177,Oak Street Weather Station,9.3
12178,Foster Weather Station,9.5
12179,63rd Street Weather Station,9.0
12180,Oak Street Weather Station,9.5
12181,Foster Weather Station,9.39
12182,63rd Street Weather Station,4.4
12183,Oak Street Weather Station,6.7
12184,Foster Weather Station,5.5
12185,63rd Street Weather Station,1.9
12186,Oak Street Weather Station,3.8
12187,Foster Weather Station,2.56
12188,63rd Street Weather Station,-0.8
12189,Foster Weather Station,-0.39
12190,Oak Street Weather Station,0.9
12191,63rd Street Weather Station,5.7
12192,Oak Street Weather Station,4.7
12193,Foster Weather Station,3.5
12194,63rd Street Weather Station,1.3
12195,Oak Street Weather Station,4.4
12196,Oak Street Weather Station,5.6
12197,Foster Weather Station,4.17
12198,63rd Street Weather Station,3.3
12199,Oak Street Weather Station,4.2
12200,Foster Weather Station,3.06
12201,63rd Street Weather Station,0.1
12202,Foster Weather Station,0.5
12203,Oak Street Weather Station,1.2
12204,63rd Street Weather Station,8.8
12205,Oak Street Weather Station,6.8
12206,Foster Weather Station,6.06
12207,63rd Street Weather Station,2.4
12208,Oak Street Weather Station,3.7
12209,Foster Weather Station,3.0
12210,63rd Street Weather Station,0.7
12211,Oak Street Weather Station,2.0
12212,Foster Weather Station,0.78
12213,63rd Street Weather Station,-0.1
12214,Foster Weather Station,0.0
12215,63rd Street Weather Station,-0.4
12216,Foster Weather Station,0.0
12217,63rd Street Weather Station,1.5
12218,Oak Street Weather Station,2.9
12219,Foster Weather Station,1.28
12220,63rd Street Weather Station,4.0
12221,Oak Street Weather Station,3.5
12222,Foster Weather Station,2.78
12223,63rd Street Weather Station,1.8
12224,Oak Street Weather Station,3.6
12225,Foster Weather Station,1.67
12226,Oak Street Weather Station,3.6
12227,Foster Weather Station,3.0
12228,63rd Street Weather Station,6.5
12229,Oak Street Weather Station,6.2
12230,Foster Weather Station,4.78
12231,63rd Street Weather Station,5.0
12232,Oak Street Weather Station,6.8
12233,Foster Weather Station,5.5
12234,63rd Street Weather Station,3.7
12235,Oak Street Weather Station,5.5
12236,Foster Weather Station,4.39
12237,63rd Street Weather Station,1.9
12238,Oak Street Weather Station,5.0
12239,Foster Weather Station,3.56
12240,63rd Street Weather Station,1.2
12241,Oak Street Weather Station,4.3
12242,Foster Weather Station,2.06
12243,Foster Weather Station,2.5
12244,63rd Street Weather Station,1.7
12245,Oak Street Weather Station,5.5
12246,Foster Weather Station,2.28
12247,63rd Street Weather Station,1.7
12248,Oak Street Weather Station,3.5
12249,Foster Weather Station,1.78
12250,63rd Street Weather Station,1.6
12251,Oak Street Weather Station,4.4
12252,Foster Weather Station,1.56
12253,63rd Street Weather Station,3.2
12254,Oak Street Weather Station,4.6
12255,Foster Weather Station,3.89
12256,63rd Street Weather Station,4.7
12257,Oak Street Weather Station,5.7
12258,Foster Weather Station,3.67
12259,Foster Weather Station,1.5
12260,63rd Street Weather Station,1.2
12261,Oak Street Weather Station,4.3
12262,Foster Weather Station,2.0
12263,63rd Street Weather Station,5.4
12264,Oak Street Weather Station,6.6
12265,Foster Weather Station,5.06
12266,63rd Street Weather Station,7.5
12267,Oak Street Weather Station,7.4
12268,Foster Weather Station,6.28
12269,63rd Street Weather Station,8.5
12270,Oak Street Weather Station,8.1
12271,Foster Weather Station,8.06
12272,63rd Street Weather Station,5.1
12273,Oak Street Weather Station,4.6
12274,Foster Weather Station,3.39
12275,63rd Street Weather Station,8.8
12276,Oak Street Weather Station,9.0
12277,Foster Weather Station,8.06
12278,63rd Street Weather Station,6.9
12279,Oak Street Weather Station,8.4
12280,Foster Weather Station,7.17
12281,63rd Street Weather Station,5.9
12282,Oak Street Weather Station,7.0
12283,Foster Weather Station,5.56
12284,63rd Street Weather Station,5.3
12285,Oak Street Weather Station,6.2
12286,Foster Weather Station,4.56
12287,Oak Street Weather Station,8.0
12288,Foster Weather Station,6.17
12289,63rd Street Weather Station,8.0
12290,Oak Street Weather Station,8.1
12291,Foster Weather Station,6.56
12292,63rd Street Weather Station,6.3
12293,Oak Street Weather Station,7.2
12294,Foster Weather Station,5.89
12295,63rd Street Weather Station,5.8
12296,Oak Street Weather Station,6.7
12297,Foster Weather Station,5.0
12298,63rd Street Weather Station,4.3
12299,Oak Street Weather Station,4.8
12300,Foster Weather Station,3.0
12301,63rd Street Weather Station,3.9
12302,Oak Street Weather Station,4.6
12303,Foster Weather Station,2.0
12304,63rd Street Weather Station,3.5
12305,Oak Street Weather Station,3.3
12306,Foster Weather Station,1.78
12307,63rd Street Weather Station,3.1
12308,Oak Street Weather Station,2.4
12309,Foster Weather Station,2.5
12310,63rd Street Weather Station,3.4
12311,Oak Street Weather Station,2.4
12312,Foster Weather Station,0.78
12313,63rd Street Weather Station,3.5
12314,Oak Street Weather Station,2.0
12315,Foster Weather Station,1.67
12316,63rd Street Weather Station,3.6
12317,Oak Street Weather Station,2.9
12318,Foster Weather Station,1.56
12319,63rd Street Weather Station,4.0
12320,Oak Street Weather Station,2.7
12321,Foster Weather Station,2.06
12322,63rd Street Weather Station,4.4
12323,Oak Street Weather Station,3.2
12324,Foster Weather Station,2.5
12325,63rd Street Weather Station,4.7
12326,Oak Street Weather Station,3.8
12327,Foster Weather Station,3.0
12328,63rd Street Weather Station,4.3
12329,Oak Street Weather Station,5.4
12330,Foster Weather Station,3.78
12331,63rd Street Weather Station,3.9
12332,Oak Street Weather Station,4.7
12333,Foster Weather Station,3.78
12334,63rd Street Weather Station,4.4
12335,Oak Street Weather Station,4.6
12336,Foster Weather Station,3.56
12337,63rd Street Weather Station,4.4
12338,Oak Street Weather Station,5.0
12339,Foster Weather Station,3.56
12340,63rd Street Weather Station,4.2
12341,Oak Street Weather Station,5.0
12342,Foster Weather Station,3.56
12343,63rd Street Weather Station,4.4
12344,Oak Street Weather Station,5.1
12345,Foster Weather Station,4.0
12346,63rd Street Weather Station,3.3
12347,Oak Street Weather Station,4.1
12348,Foster Weather Station,3.28
12349,63rd Street Weather Station,3.7
12350,Oak Street Weather Station,4.1
12351,Foster Weather Station,3.0
12352,63rd Street Weather Station,3.6
12353,Oak Street Weather Station,4.5
12354,Foster Weather Station,3.39
12355,63rd Street Weather Station,3.6
12356,Oak Street Weather Station,4.3
12357,Foster Weather Station,3.39
12358,63rd Street Weather Station,4.2
12359,Oak Street Weather Station,4.6
12360,Foster Weather Station,3.56
12361,63rd Street Weather Station,4.5
12362,Oak Street Weather Station,5.1
12363,Foster Weather Station,4.06
12364,63rd Street Weather Station,4.9
12365,Oak Street Weather Station,5.3
12366,Foster Weather Station,4.5
12367,63rd Street Weather Station,5.1
12368,Oak Street Weather Station,5.6
12369,Foster Weather Station,4.56
12370,63rd Street Weather Station,5.0
12371,Oak Street Weather Station,5.4
12372,Foster Weather Station,4.39
12373,63rd Street Weather Station,4.8
12374,Oak Street Weather Station,5.3
12375,Foster Weather Station,4.39
12376,63rd Street Weather Station,6.0
12377,Oak Street Weather Station,6.5
12378,Foster Weather Station,5.28
12379,63rd Street Weather Station,9.2
12380,Oak Street Weather Station,10.2
12381,Foster Weather Station,8.89
12382,63rd Street Weather Station,4.9
12383,Oak Street Weather Station,5.4
12384,Foster Weather Station,4.28
12385,63rd Street Weather Station,4.9
12386,Oak Street Weather Station,5.5
12387,Foster Weather Station,4.39
12388,63rd Street Weather Station,4.9
12389,Oak Street Weather Station,5.4
12390,Foster Weather Station,4.39
12391,63rd Street Weather Station,5.1
12392,Oak Street Weather Station,5.6
12393,Foster Weather Station,4.56
12394,63rd Street Weather Station,5.4
12395,Oak Street Weather Station,5.9
12396,Foster Weather Station,5.0
12397,63rd Street Weather Station,6.4
12398,Oak Street Weather Station,7.3
12399,Foster Weather Station,6.28
12400,63rd Street Weather Station,6.6
12401,Oak Street Weather Station,7.2
12402,Foster Weather Station,6.28
12403,63rd Street Weather Station,7.3
12404,Oak Street Weather Station,7.5
12405,Foster Weather Station,6.78
12406,63rd Street Weather Station,7.9
12407,Oak Street Weather Station,8.9
12408,Foster Weather Station,7.67
12409,63rd Street Weather Station,9.3
12410,Oak Street Weather Station,9.8
12411,Foster Weather Station,8.56
12412,63rd Street Weather Station,8.1
12413,63rd Street Weather Station,7.8
12414,Oak Street Weather Station,8.3
12415,Foster Weather Station,7.5
12416,63rd Street Weather Station,8.0
12417,Oak Street Weather Station,8.7
12418,Foster Weather Station,7.28
12419,63rd Street Weather Station,8.2
12420,Oak Street Weather Station,8.6
12421,Foster Weather Station,7.78
12422,63rd Street Weather Station,8.1
12423,Oak Street Weather Station,8.5
12424,Foster Weather Station,7.06
12425,63rd Street Weather Station,8.1
12426,Oak Street Weather Station,9.0
12427,Foster Weather Station,7.0
12428,63rd Street Weather Station,9.5
12429,Oak Street Weather Station,10.7
12430,Foster Weather Station,9.5
12431,63rd Street Weather Station,9.4
12432,Oak Street Weather Station,10.5
12433,Foster Weather Station,9.06
12434,63rd Street Weather Station,10.9
12435,Foster Weather Station,10.39
12436,63rd Street Weather Station,9.7
12437,Oak Street Weather Station,10.4
12438,Foster Weather Station,9.28
12439,63rd Street Weather Station,8.6
12440,Oak Street Weather Station,10.4
12441,63rd Street Weather Station,8.2
12442,Oak Street Weather Station,9.9
12443,Foster Weather Station,8.06
12444,63rd Street Weather Station,8.6
12445,Oak Street Weather Station,9.9
12446,Foster Weather Station,8.28
12447,63rd Street Weather Station,9.2
12448,Oak Street Weather Station,10.7
12449,Foster Weather Station,9.0
12450,63rd Street Weather Station,9.4
12451,Oak Street Weather Station,10.7
12452,Foster Weather Station,9.67
12453,63rd Street Weather Station,8.6
12454,Oak Street Weather Station,9.4
12455,Foster Weather Station,8.17
12456,63rd Street Weather Station,8.1
12457,Oak Street Weather Station,9.1
12458,Foster Weather Station,7.67
12459,63rd Street Weather Station,11.7
12460,Foster Weather Station,11.39
12461,63rd Street Weather Station,9.8
12462,Oak Street Weather Station,10.5
12463,Foster Weather Station,9.06
12464,63rd Street Weather Station,9.7
12465,Oak Street Weather Station,10.6
12466,Foster Weather Station,9.56
12467,63rd Street Weather Station,10.0
12468,Oak Street Weather Station,10.6
12469,Oak Street Weather Station,8.5
12470,Foster Weather Station,7.56
12471,63rd Street Weather Station,7.4
12472,Oak Street Weather Station,8.2
12473,Foster Weather Station,7.28
12474,63rd Street Weather Station,6.9
12475,Oak Street Weather Station,7.9
12476,Foster Weather Station,6.89
12477,63rd Street Weather Station,7.6
12478,Oak Street Weather Station,7.9
